"ts|uid|id.orig_h|id.orig_p|id.resp_h|id.resp_p|proto|service|duration|orig_bytes|resp_bytes|conn_state|local_orig|local_resp|missed_bytes|history|orig_pkts|orig_ip_bytes|resp_pkts|resp_ip_bytes|tunnel_parents|label|detailed-label"
"1525879955.016406|CxdC8F2klNrgxPNEz5|192.168.100.103|42505|219.204.6.56|23|tcp|-|2.998807|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879955.025152|CUzaMC4e58NQKsBrKl|192.168.100.103|46158|67.123.95.59|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879901.015283|C3N7V827AacrQYAZP8|192.168.100.103|43763|193.21.61.164|23969|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879956.025335|CQnoXA4fL0bGSCqDda|192.168.100.103|60633|105.177.144.225|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879902.015459|C4H7pW3uububRKshr8|192.168.100.103|43763|180.96.149.45|14680|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879957.025270|CYcO9C2hRA7YZh0V1c|192.168.100.103|34062|155.46.59.201|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879957.045260|C0L2hD3w4hRmetzBy8|192.168.100.103|60399|157.144.254.250|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879903.015401|CWil3Z1yXrRUZ5D7f8|192.168.100.103|43763|129.195.151.140|47792|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879958.045191|CGbMcI1Kb51AXRWRhk|192.168.100.103|44197|179.136.14.249|27816|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Benign|-"
"1525879904.015823|CCdO9H6cJuigPSJd9|192.168.100.103|43763|170.19.94.84|752|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879959.016141|CocyLu15dqfKZP3V8j|192.168.100.103|40119|17.88.158.186|23|tcp|-|2.999057|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879959.025386|CNHYmN38XwV9ltCMx1|192.168.100.103|45599|209.67.210.70|9527|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879959.045375|CQviQ3vzgDZrF1Ar4|192.168.100.103|54464|17.242.163.63|2323|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879905.015276|CP8ttq2ZxN6QqQV4u8|192.168.100.103|43763|4.135.80.75|35965|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879960.016574|Cc2IkY3WsVNmqsSgfe|192.168.100.103|38497|162.221.168.105|8080|tcp|-|2.998812|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879960.025331|CawBpJ2cnY8aUNRFDj|192.168.100.103|36497|34.37.240.3|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879960.045327|C7W0in33vHKo9NmZW1|192.168.100.103|42499|203.64.3.172|9527|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879906.015689|CI20G5JATFehAPM2i|192.168.100.103|43763|252.30.137.119|31516|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879961.016507|CUIxXr4hohnXw3zoV|192.168.100.103|35040|12.12.209.151|8080|tcp|-|2.998808|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879906.324279|CL3uMq4l9zr0ztro86|211.170.38.34|3|192.168.100.103|1|icmp|-|0.000004|120|0|OTH|-|-|0|-|2|176|0|0|-|Benign|-"
"1525879906.860469|CbOZv4252mxdsjYxqk|192.168.100.103|123|147.231.100.5|123|udp|-|0.001239|48|48|SF|-|-|0|Dd|1|76|1|76|-|Benign|-"
"1525879907.015121|CYSjRC4UEL35g4dOwd|192.168.100.103|43763|28.47.83.196|10505|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879962.025186|CTHK7k2j5tUA2H1ikf|192.168.100.103|42505|219.204.6.56|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879962.045425|CGI7ic1XeTTvQWun28|192.168.100.103|40296|112.94.85.92|2323|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879908.015553|CY8sZt1Q3UoSErouSe|192.168.100.103|43763|80.83.177.239|62704|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879963.045359|CxPxjg2MBHkj9nlKQc|192.168.100.103|46158|67.123.95.59|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879909.015256|CyNBLb44q0GFFF7dQ|192.168.100.103|43763|189.188.35.130|23830|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879964.045293|CZpJtv4JE9mxjQbKSj|192.168.100.103|60633|105.177.144.225|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879910.015917|CazyVb4MHlR5hv79Db|192.168.100.103|43763|21.40.199.4|39338|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879965.016243|CdxtTM1iIUOdpp4IS5|192.168.100.103|50843|14.246.219.223|23|tcp|-|2.999056|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879965.045227|C6dPsx4yYNIbqWTce4|192.168.100.103|34062|155.46.59.201|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879911.015602|CAG2F71J798gMh6oL9|192.168.100.103|43763|83.247.166.187|33143|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879966.025422|Cm5l9426REhbdidSR|192.168.100.103|40119|17.88.158.186|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879912.015784|CnzFgs3o7q7FNfv1Q8|192.168.100.103|43763|213.163.116.34|25409|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879967.025357|C0Np1E4Jmb4f0P4Qnk|192.168.100.103|38497|162.221.168.105|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879967.045343|CZbStO6P0KJm45cj2|192.168.100.103|45599|209.67.210.70|9527|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879913.015967|Cf2JBD4hwfrCDntXK5|192.168.100.103|43763|157.114.127.170|449|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879968.025293|CnvMPv3hA6IjJ3eTwi|192.168.100.103|35040|12.12.209.151|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879968.045278|CKX71o30LcIVpZhHL1|192.168.100.103|36497|34.37.240.3|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879914.015650|CJs03jM9r6Uz16TB4|192.168.100.103|43763|71.238.84.246|17870|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879969.016228|Cfs55y4nVg18aIHHgd|192.168.100.103|59428|110.47.17.188|52448|tcp|-|2.999056|0|0|S0|-|-|0|S|3|180|0|0|-|Benign|-"
"1525879914.209556|CtDV071Kp6Xqlv7Yzi|71.238.84.246|3|192.168.100.103|3|icmp|-|-|-|-|OTH|-|-|0|-|1|68|0|0|-|Benign|-"
"1525879915.015583|CUhGLV3PRyPuQstsV1|192.168.100.103|43763|204.214.98.79|33629|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879970.045394|C71dMA2lij5cfmARe1|192.168.100.103|42505|219.204.6.56|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879916.015516|CfWpfK2Ucv29wi6fF7|192.168.100.103|43763|121.0.191.22|62488|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879971.016096|CESt474PtMQwGS5Jua|192.168.100.103|34145|92.214.95.32|2323|tcp|-|2.999307|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879917.015698|C1fHMK2RPiqAkFFJ8f|192.168.100.103|43763|49.199.231.170|26992|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879972.025274|CBg38xa47Essr7wHe|192.168.100.103|50843|14.246.219.223|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879918.015880|CV8ygf3gkEaCjmoOE1|192.168.100.103|43763|51.251.233.96|4721|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879919.015813|CA9Wpa1ZR8bE6irrl9|192.168.100.103|43763|71.240.148.36|55269|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879974.016645|C048cz4pbB8gk8t6W9|192.168.100.103|52778|205.241.243.223|9527|tcp|-|2.998814|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879974.045381|CWQcMw4aP9sHA49vN4|192.168.100.103|40119|17.88.158.186|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879975.016579|CTiSntfEGFhbPvGz4|192.168.100.103|56165|71.254.50.237|8080|tcp|-|2.998810|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879975.045314|CVr9n62vNH333VzbW1|192.168.100.103|38497|162.221.168.105|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879921.015929|Cu9Vqp11U3gdPLsF9a|192.168.100.103|43763|121.36.25.39|35933|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879976.016513|CUOMGo4Abx2zHXZw71|192.168.100.103|44877|79.169.2.244|8080|tcp|-|2.998821|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879976.025259|Cs5RBT3HvZCOBB28md|192.168.100.103|59428|110.47.17.188|52448|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Benign|-"
"1525879976.045498|C10QzTT9PkcYBM675|192.168.100.103|35040|12.12.209.151|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879922.015861|C9UbQh1s44P3Urf7ub|192.168.100.103|43763|71.121.63.250|37802|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879977.016947|C9SccJAsTgUGFuxy|192.168.100.103|45797|71.105.128.141|23|tcp|-|2.998571|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879923.015545|CuXxaY1KJMs6Y9LP33|192.168.100.103|43763|84.30.189.132|25314|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879978.025376|CG4iRv4xxvk2CkYC17|192.168.100.103|34145|92.214.95.32|2323|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879924.015978|CKrqhzsA4VRNECPr9|192.168.100.103|43763|43.117.149.160|21448|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879979.016565|CODYMB39NI4eo99hS|192.168.100.103|38488|198.132.147.133|33031|tcp|-|2.998812|0|0|S0|-|-|0|S|3|180|0|0|-|Benign|-"
"1525879925.015171|Cznts83c6PHMpqhihl|192.168.100.103|43763|253.87.152.68|27954|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879980.016998|CVWEoz11k0hSl2vXu9|192.168.100.103|43560|95.169.57.151|2323|tcp|-|2.998323|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879980.045483|CthhdDeFKifffsK66|192.168.100.103|50843|14.246.219.223|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879926.015595|CUrf5P2OUyWEGYj0xa|192.168.100.103|43763|59.21.34.21|43193|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879981.016683|C2a67ney1GSkKvOif|192.168.100.103|56337|38.121.89.115|23|tcp|-|2.998821|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879981.025438|CmCDLV2zJJSrEKSVy2|192.168.100.103|52778|205.241.243.223|9527|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879927.015282|C7prn229PJZSdktJh2|192.168.100.103|43763|4.234.192.141|60838|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879982.016616|Cj0mt82X995p7pTnTf|192.168.100.103|36579|53.96.17.85|23|tcp|-|2.998813|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879982.025612|CZjRfs3Il76ck8uzhh|192.168.100.103|56165|71.254.50.237|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879928.015710|CFgaO84iHn8uyqyVib|192.168.100.103|43763|78.18.207.0|42605|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879983.025296|CtQmbs3ibrNKmpVvpf|192.168.100.103|44877|79.169.2.244|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879929.015643|CfySXO1nX82OADTlM6|192.168.100.103|43763|141.202.129.207|46786|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879984.016485|CMMGTo4xBShkx2Tq8e|192.168.100.103|45158|119.103.153.35|2323|tcp|-|2.998810|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879984.025484|Cq5W9E4tPxXAJLl9Dh|192.168.100.103|45797|71.105.128.141|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879984.045492|CZHACg1ZeorbaeaL92|192.168.100.103|59428|110.47.17.188|52448|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Benign|-"
"1525879930.015840|ChwZtq2HV52bXtkHjh|192.168.100.103|43763|122.152.235.118|8921|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879931.015759|C6vPbm4JMUncPFnQ31|192.168.100.103|43763|97.211.244.166|21732|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879986.025361|CQfuOP2FjMGdntEKbd|192.168.100.103|38488|198.132.147.133|33031|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Benign|-"
"1525879986.045356|C6FJwC2MGmcGMTUrq8|192.168.100.103|34145|92.214.95.32|2323|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879985.016918|CGF9Zs4WX7uwMwRuS6|192.168.100.103|33389|186.123.152.148|8080|tcp|-|1.746782|0|0|REJ|-|-|0|Sr|2|120|1|40|-|Malicious|PartOfAHorizontalPortScan"
"1525879932.015443|CSbFej2X5E2Wd3163f|192.168.100.103|43763|40.184.162.188|44071|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879987.016786|C41xnMSDqEGzmO5W9|192.168.100.103|54563|38.104.53.211|23|tcp|-|2.998819|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879987.025283|C89X7D1qQvBG1Ox1L1|192.168.100.103|43560|95.169.57.151|2323|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879933.015385|Cf9FNrgjP8FwnJss6|192.168.100.103|43763|250.171.121.196|40582|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879988.016471|C6LZJR29VqwCUP9U7f|192.168.100.103|59363|77.157.151.210|23|tcp|-|2.999062|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879988.025466|Cihp674pgKVjrk54Zb|192.168.100.103|56337|38.121.89.115|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879934.015558|Ck0SSZ2yY0fwyDGLOk|192.168.100.103|43763|146.201.83.171|15937|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879989.025400|CmQLg833mHY9ZkePj6|192.168.100.103|36579|53.96.17.85|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879989.045404|Cvw6as1TQdgkz93Rdi|192.168.100.103|52778|205.241.243.223|9527|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879934.860838|CdE7Ie4bOTmSXhnNwi|192.168.100.103|123|213.239.154.12|123|udp|-|0.014733|48|48|SF|-|-|0|Dd|1|76|1|76|-|Benign|-"
"1525879935.015491|CCwe0z4g4Ijuy0CEU8|192.168.100.103|43763|142.207.86.232|32423|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879990.045324|CzIUJh41flZsucEDZ4|192.168.100.103|56165|71.254.50.237|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879936.015675|CJ6kB33eFfYjNDuthi|192.168.100.103|43763|46.79.35.176|50013|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879991.016772|CPV1NQkl7KDTp6H11|192.168.100.103|37154|76.215.21.143|23|tcp|-|2.998565|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879991.025519|CWiBeL2rDyfgyCgM97|192.168.100.103|45158|119.103.153.35|2323|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879991.045508|ClGrKf25pMmCVhqAk|192.168.100.103|44877|79.169.2.244|8080|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879937.015375|CLvcy6bIsQ285JCj4|192.168.100.103|43763|200.119.112.16|12115|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879992.016707|CpquDW3bQe5P6vZNek|192.168.100.103|58185|216.233.38.67|23|tcp|-|2.998820|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879992.045442|C3RSMa1148mB0zMz2b|192.168.100.103|45797|71.105.128.141|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879938.015542|C4luHV2aw7lhVBLNb3|192.168.100.103|43763|177.119.21.9|35955|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879993.016640|CcFoIC2XfrqFLNG03f|192.168.100.103|42203|162.162.171.249|23|tcp|-|2.998821|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879939.015483|Ch7XMcBindFxPe2G8|192.168.100.103|43763|226.224.82.172|63455|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879994.025321|CZ2WnOtXNE4RroO13|192.168.100.103|54563|38.104.53.211|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879994.045560|Cxn0xLR35j1dO0lj9|192.168.100.103|38488|198.132.147.133|33031|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Benign|-"
"1525879940.015908|CaXCdv7vaBaMs4zy5|192.168.100.103|43763|192.246.12.121|23401|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879995.025505|CKdU1I1RZFn3A622de|192.168.100.103|59363|77.157.151.210|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879995.045494|CEuOCV2CF4adXsXtEl|192.168.100.103|43560|95.169.57.151|2323|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879941.015350|CSpXcP1qvq4DgCT9da|192.168.100.103|43763|147.97.223.224|25262|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879996.045428|CdFHIl2paYmx3mRuG3|192.168.100.103|56337|38.121.89.115|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879941.159259|CWIC0r1RKtp7gIu4j3|147.97.27.145|11|192.168.100.103|0|icmp|-|-|-|-|OTH|-|-|0|-|1|56|0|0|-|Benign|-"
"1525879942.015525|CSrKwC1WDJ9g2GAb14|192.168.100.103|43763|87.204.77.175|55341|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879997.016379|C3YCGjhaRoiXWbnBd|192.168.100.103|60346|195.229.18.132|23|tcp|-|2.999063|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879997.045362|CMm8my2ueB9Q4wfApg|192.168.100.103|36579|53.96.17.85|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879942.062262|CcYzlg2LsQX8BqJsWe|87.204.77.175|3|192.168.100.103|3|icmp|-|-|-|-|OTH|-|-|0|-|1|68|0|0|-|Benign|-"
"1525879943.015708|C4hWvALHCli4wDGl|192.168.100.103|43763|247.187.255.34|13792|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879998.025557|Cxm3dm2eRzGdpWtEs2|192.168.100.103|37154|76.215.21.143|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879944.015891|CRnLCt20QjB7NFBuMi|192.168.100.103|43763|239.144.163.27|16285|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879999.025493|CRuzzV3fuAeiZRZCEk|192.168.100.103|58185|216.233.38.67|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879999.045480|CwN8wH3oEx5aXfy4wk|192.168.100.103|45158|119.103.153.35|2323|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879945.015823|CHP1KH2KbxafIuiSj2|192.168.100.103|43763|191.25.48.37|2279|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525880000.025426|CasED24tvIfrVAIFv9|192.168.100.103|42203|162.162.171.249|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879946.016006|CyMV7C3oKcG4Qz1yai|192.168.100.103|43763|241.221.94.129|45966|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525880001.016366|CIoRPh44pHeXc9H9b2|192.168.100.103|49530|128.169.217.34|2323|tcp|-|2.999062|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879947.015689|CHvglW22R3nbHW0N94|192.168.100.103|43763|201.201.71.2|9420|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525880002.045534|CdlYb72ziJJJbAACWd|192.168.100.103|54563|38.104.53.211|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879948.015874|CROBxO2z6cKRfUgoE1|192.168.100.103|43763|105.69.113.36|54454|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525880003.016235|CqAabk3H5n6GcVAo17|192.168.100.103|40761|1.132.158.255|2323|tcp|-|2.999319|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525880003.045469|CbKLKx4auTggiJt1te|192.168.100.103|59363|77.157.151.210|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879949.015806|Cl4oaj4HH3Y5kIiPrb|192.168.100.103|43763|247.169.197.182|34837|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525880004.025413|CIV4F24KQMdVDUtpo|192.168.100.103|60346|195.229.18.132|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879950.015740|C4GKzJcwGL5955S1|192.168.100.103|43763|134.95.33.247|10700|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525879951.015922|CqR5p23Z5LHBr70zi7|192.168.100.103|43763|2.212.174.96|34748|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525880006.016536|CP9znG32hPGUWdIogf|192.168.100.103|52142|111.114.167.244|23|tcp|-|2.999074|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525880006.045522|CF9Us3kwUjdqHj6Db|192.168.100.103|37154|76.215.21.143|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879952.015857|CSFPGQ27ZXv8CndPIc|192.168.100.103|43763|23.204.253.112|2848|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525880007.016470|CMmTsZ3KGjhsQpa7Vg|192.168.100.103|36212|149.175.113.126|31874|tcp|-|2.999062|0|0|S0|-|-|0|S|3|180|0|0|-|Benign|-"
"1525880007.045455|C6Oi06rKzZ8Yk3hMb|192.168.100.103|58185|216.233.38.67|23|tcp|-|-|-|-|S0|-|-|0|S|1|60|0|0|-|Malicious|PartOfAHorizontalPortScan"
"1525879953.015791|C2Mniq785tJwYYSFl|192.168.100.103|43763|120.237.200.130|18195|udp|-|-|-|-|S0|-|-|0|D|1|40|0|0|-|Benign|-"
"1525880008.016405|CFyB1Q3ZVa2KQGJAbi|192.168.100.103|37952|107.18.37.140|23|tcp|-|2.999073|0|0|S0|-|-|0|S|3|180|0|0|-|Malicious|PartOfAHorizontalPortScan"
